id_venda,data_venda,cliente,produto,quantidade,preco_unitario,categoria
1173,03-02-2025,Pedro Costa,Mochila,3,150.0,Acessórios
1174,2025-07-15,Ana Pereira,iPhone 13,4,5500.0,Eletrônicos
1175,2025-04-23,,Caderno,1,25.0,Papelaria
1176,01-03-2025,Pedro Costa,Monitor LG,4,1200.0,Eletrônicos
1177,2025/02/17,Ana Pereira,Mouse Gamer,5,200.0,Eletrônicos
1178,2025/12/07,Ana Pereira,iPhone 13,5,5500.0,Eletrônicos
1179,18-08-2025,Maria Silva,Caneta Azul,2,2.5,Papelaria
1180,2025/07/05,João Souza,Monitor LG,3,1200.0,Eletrônicos
1181,2025-01-06,Ana Pereira,Luminária,2,60.0,Utilidades
1182,07-04-2025,Pedro Costa,Mochila,4,150.0,Acessórios
1183,2025-07-13,Ana Pereira,Luminária,5,60.0,Utilidades
1184,2025/01/27,Maria Silva,Impressora HP,3,900.0,Eletrônicos
1185,20-10-2025,João Souza,Monitor LG,3,1200.0,Eletrônicos
1186,2025/08/26,Maria Silva,Mouse Gamer,4,200.0,Eletrônicos
1187,2025/08/28,Fernanda Lima,Caderno,3,25.0,Papelaria
1188,2025-02-18,Maria Silva,Caneta Azul,5,2.5,Papelaria
1189,2025-05-24,Ana Pereira,Caderno,2,25.0,Papelaria
1190,01-12-2025,,Mouse Gamer,5,200.0,Eletrônicos
1191,21-03-2025,Fernanda Lima,Notebook Dell,5,3500.0,Eletrônicos
1192,2025/05/16,João Souza,Mochila,2,150.0,Acessórios
1193,11-01-2025,Pedro Costa,Caneta Azul,4,2.5,Papelaria
1194,2025-03-05,,Caderno,2,25.0,Papelaria
1195,22-06-2025,Maria Silva,Impressora HP,3,900.0,Eletrônicos
1196,2025-07-25,João Souza,Mochila,1,150.0,Acessórios
1197,2025-06-24,,Mochila,3,150.0,Acessórios
1198,2025-09-07,Ana Pereira,Mouse Gamer,5,200.0,Eletrônicos
1199,2025-06-25,Pedro Costa,Caneta Azul,3,2.5,Papelaria
1200,2025/09/22,Maria Silva,Caderno,3,25.0,Papelaria
1201,2025/06/02,Ana Pereira,Garrafa Térmica,5,80.0,Utilidades
1202,2025-01-19,Maria Silva,Mochila,2,150.0,Acessórios
1203,2025-08-15,Maria Silva,Impressora HP,3,900.0,Eletrônicos
1204,2025-08-27,Fernanda Lima,Monitor LG,5,1200.0,Eletrônicos
1205,2025/08/03,Fernanda Lima,Notebook Dell,1,3500.0,Eletrônicos
1206,16-09-2025,Pedro Costa,iPhone 13,2,5500.0,Eletrônicos
1207,2025/07/06,Pedro Costa,Impressora HP,1,900.0,Eletrônicos
1208,27-02-2025,,Mouse Gamer,três,200.0,Eletrônicos
1209,16-01-2025,Ana Pereira,Garrafa Térmica,1,80.0,Utilidades
1210,2025-06-06,Ana Pereira,iPhone 13,5,5500.0,Eletrônicos
1211,2025-11-09,Pedro Costa,Mouse Gamer,4,200.0,
1212,2025-02-05,Pedro Costa,Monitor LG,5,1200.0,Eletrônicos
1213,2025-04-16,,Mouse Gamer,3,200.0,Eletrônicos
1214,2025-10-02,Maria Silva,Mouse Gamer,4,200.0,Eletrônicos
1215,2025/04/11,Maria Silva,Monitor LG,3,1200.0,Eletrônicos
1216,14-12-2025,Maria Silva,Mouse Gamer,4,200.0,Eletrônicos
1217,02-05-2025,Maria Silva,Garrafa Térmica,2,80.0,Utilidades
1218,15-06-2025,Fernanda Lima,Notebook Dell,1,3500.0,
1219,2025/09/28,Maria Silva,Monitor LG,1,1200.0,Eletrônicos
1220,2025-05-24,Fernanda Lima,Impressora HP,2,900.0,Eletrônicos
1221,2025/11/08,,Monitor LG,5,1200.0,Eletrônicos
1222,2025/07/20,,Garrafa Térmica,2,80.0,Utilidades
1223,2025/07/27,Fernanda Lima,Mochila,4,150.0,Acessórios
1224,23-10-2025,Fernanda Lima,iPhone 13,3,5500.0,Eletrônicos
1225,21-06-2025,João Souza,Mouse Gamer,4,200.0,Eletrônicos
1226,2025/10/19,,iPhone 13,1,5500.0,Eletrônicos
1227,2025/05/07,Maria Silva,Mouse Gamer,4,200.0,Eletrônicos
1228,2025/03/19,Fernanda Lima,Luminária,3,60.0,Utilidades
1229,25-01-2025,Fernanda Lima,Mouse Gamer,3,200.0,Eletrônicos
1230,2025-05-03,Ana Pereira,iPhone 13,2,5500.0,Eletrônicos
1231,17-03-2025,Maria Silva,Mochila,2,150.0,Acessórios
1232,10-06-2025,Fernanda Lima,Caderno,3,25.0,Papelaria
1233,2025/01/22,Pedro Costa,Notebook Dell,3,3500.0,Eletrônicos
1234,2025/05/12,João Souza,Luminária,2,60.0,Utilidades
1235,2025/02/24,Maria Silva,Mochila,1,150.0,Acessórios
1236,2025-09-28,Maria Silva,Caneta Azul,3,2.5,Papelaria
1237,2025-07-12,Fernanda Lima,Mochila,3,150.0,Acessórios
1238,2025/09/24,Ana Pereira,Caneta Azul,5,2.5,Papelaria
1239,2025/01/16,,Caneta Azul,4,2.5,Papelaria
1240,2025/01/17,Pedro Costa,Mochila,2,150.0,Acessórios
1241,2025-03-18,Pedro Costa,Monitor LG,5,1200.0,
1242,19-01-2025,Fernanda Lima,iPhone 13,2,5500.0,Eletrônicos
1243,2025/05/04,Ana Pereira,Impressora HP,5,900.0,Eletrônicos
1244,07-11-2025,Fernanda Lima,Monitor LG,3,1200.0,Eletrônicos
1245,2025/11/18,Pedro Costa,Mouse Gamer,três,200.0,Eletrônicos
1246,03-10-2025,Fernanda Lima,Notebook Dell,4,3500.0,Eletrônicos
1247,2025/01/04,Pedro Costa,Monitor LG,1,1200.0,Eletrônicos
1248,2025-06-18,João Souza,Caneta Azul,1,2.5,
1249,2025/01/02,,Impressora HP,3,900.0,Eletrônicos
1250,2025/05/15,Ana Pereira,Luminária,2,60.0,Utilidades
1251,01-01-2025,Maria Silva,Impressora HP,5,900.0,Eletrônicos
1252,2025-06-11,,Notebook Dell,2,3500.0,Eletrônicos
1253,27-10-2025,,iPhone 13,4,5500.0,Eletrônicos
1254,2025/08/02,Fernanda Lima,Mochila,2,150.0,Acessórios
1255,2025-08-18,,Mouse Gamer,1,200.0,Eletrônicos
1256,2025-11-05,Ana Pereira,Notebook Dell,5,3500.0,Eletrônicos
1257,2025-10-16,Pedro Costa,Caderno,4,25.0,Papelaria
1258,2025-07-10,,iPhone 13,4,5500.0,Eletrônicos
1259,2025-02-13,Pedro Costa,Mochila,4,150.0,Acessórios
1260,11-04-2025,Maria Silva,Notebook Dell,1,3500.0,Eletrônicos
1261,2025/06/25,Maria Silva,Notebook Dell,5,3500.0,Eletrônicos
1262,25-10-2025,,Caneta Azul,4,2.5,Papelaria
1263,26-10-2025,,Notebook Dell,2,3500.0,Eletrônicos
1264,2025-01-12,Fernanda Lima,Caneta Azul,5,2.5,Papelaria
1265,2025/07/22,,iPhone 13,2,5500.0,Eletrônicos
1266,2025/06/10,Ana Pereira,Impressora HP,2,900.0,Eletrônicos
1267,2025/09/08,Pedro Costa,Mouse Gamer,2,200.0,Eletrônicos
1268,2025/09/21,,Notebook Dell,5,3500.0,Eletrônicos
1269,15-06-2025,,Luminária,1,60.0,Utilidades
1270,2025-10-08,Fernanda Lima,Luminária,1,60.0,Utilidades
1271,2025-06-27,Maria Silva,Impressora HP,2,900.0,Eletrônicos
1272,2025/09/06,Ana Pereira,Monitor LG,4,1200.0,Eletrônicos
1273,2025-12-04,João Souza,Garrafa Térmica,1,80.0,Utilidades
1274,2025-12-24,Pedro Costa,Garrafa Térmica,2,80.0,Utilidades
1275,25-10-2025,Maria Silva,Caneta Azul,1,2.5,Papelaria
1276,2025/07/17,Fernanda Lima,iPhone 13,5,5500.0,Eletrônicos
1277,2025/01/24,Maria Silva,iPhone 13,3,5500.0,Eletrônicos
1278,05-02-2025,Ana Pereira,Mouse Gamer,3,200.0,Eletrônicos
1279,2025-05-23,,Notebook Dell,3,3500.0,Eletrônicos
1280,2025/03/23,João Souza,iPhone 13,2,5500.0,Eletrônicos
1281,2025-10-07,Pedro Costa,iPhone 13,4,5500.0,Eletrônicos
1282,2025/01/24,,Mouse Gamer,três,200.0,Eletrônicos
1283,11-05-2025,Ana Pereira,Notebook Dell,4,3500.0,Eletrônicos
1284,13-02-2025,Fernanda Lima,iPhone 13,5,5500.0,Eletrônicos
1285,2025/03/23,Ana Pereira,Notebook Dell,1,3500.0,Eletrônicos
1286,2025-01-14,Maria Silva,Mouse Gamer,5,200.0,Eletrônicos
1287,2025-10-28,Pedro Costa,Impressora HP,4,900.0,Eletrônicos
1288,2025/09/17,,Impressora HP,1,900.0,Eletrônicos
1289,2025-10-05,,Luminária,2,60.0,Utilidades
1290,12-06-2025,Maria Silva,Monitor LG,1,1200.0,Eletrônicos
1291,2025-10-24,Maria Silva,Mouse Gamer,2,200.0,Eletrônicos
1292,23-05-2025,Pedro Costa,Notebook Dell,1,3500.0,Eletrônicos
1293,2025/03/02,Pedro Costa,Notebook Dell,3,3500.0,
1294,13-11-2025,,Notebook Dell,3,3500.0,Eletrônicos
1295,2025-03-27,João Souza,Monitor LG,3,1200.0,Eletrônicos
1296,07-02-2025,Maria Silva,Monitor LG,3,1200.0,Eletrônicos
1297,11-05-2025,Pedro Costa,Caderno,5,25.0,Papelaria
1298,09-01-2025,Maria Silva,Notebook Dell,5,3500.0,Eletrônicos
1299,2025-01-28,Ana Pereira,Caderno,5,25.0,Papelaria
1300,20-09-2025,João Souza,iPhone 13,1,5500.0,Eletrônicos
1301,2025/01/12,João Souza,iPhone 13,5,5500.0,Eletrônicos
1302,22-05-2025,Maria Silva,Caneta Azul,3,2.5,Papelaria
1303,05-08-2025,Fernanda Lima,Monitor LG,4,1200.0,Eletrônicos
1304,28-11-2025,Pedro Costa,Monitor LG,4,1200.0,Eletrônicos
1305,25-04-2025,Ana Pereira,Garrafa Térmica,2,80.0,Utilidades
1306,2025-11-14,João Souza,Mochila,3,150.0,Acessórios
1307,13-06-2025,Pedro Costa,Luminária,5,60.0,Utilidades
1308,2025/07/10,Pedro Costa,Luminária,1,60.0,Utilidades
1309,2025-02-24,Ana Pereira,Garrafa Térmica,4,80.0,Utilidades
1310,2025-09-22,Ana Pereira,Caneta Azul,4,2.5,Papelaria
1311,2025-01-15,Maria Silva,Garrafa Térmica,3,80.0,Utilidades
1312,2025-11-07,Ana Pereira,Caneta Azul,2,2.5,Papelaria
1313,2025-12-03,,Luminária,1,60.0,Utilidades
1314,2025-10-03,Maria Silva,Luminária,3,60.0,Utilidades
1315,2025/12/02,,Luminária,5,60.0,Utilidades
1316,2025/01/07,João Souza,Caneta Azul,4,2.5,Papelaria
1317,08-05-2025,Fernanda Lima,Mochila,1,150.0,Acessórios
1318,26-08-2025,João Souza,iPhone 13,3,5500.0,Eletrônicos
1319,2025/06/22,Ana Pereira,Caneta Azul,1,2.5,Papelaria
1320,2025/05/03,Ana Pereira,Monitor LG,5,1200.0,Eletrônicos
1321,2025/08/20,,Monitor LG,3,1200.0,Eletrônicos
1322,2025/05/26,João Souza,Caderno,4,25.0,Papelaria
1323,2025/03/10,João Souza,Caneta Azul,4,2.5,Papelaria
1324,06-08-2025,,Garrafa Térmica,4,80.0,Utilidades
1325,2025-04-17,Fernanda Lima,Impressora HP,4,900.0,Eletrônicos
1326,16-10-2025,João Souza,Mochila,1,150.0,Acessórios
1327,27-05-2025,Fernanda Lima,Impressora HP,5,900.0,Eletrônicos
1328,15-01-2025,João Souza,Mouse Gamer,3,200.0,Eletrônicos
1329,04-11-2025,João Souza,Caderno,5,25.0,Papelaria
1330,2025/02/20,Maria Silva,Notebook Dell,3,3500.0,Eletrônicos
1331,09-06-2025,Fernanda Lima,Notebook Dell,2,3500.0,Eletrônicos
1332,16-03-2025,,Notebook Dell,2,3500.0,Eletrônicos
1333,2025/09/19,Fernanda Lima,Impressora HP,4,900.0,Eletrônicos
1334,2025/11/14,Ana Pereira,Mochila,três,150.0,Acessórios
1335,2025-03-01,João Souza,Caderno,3,25.0,Papelaria
1336,28-03-2025,,Caderno,5,25.0,Papelaria
1337,14-07-2025,João Souza,Notebook Dell,4,3500.0,Eletrônicos
1338,2025/01/22,Fernanda Lima,Impressora HP,4,900.0,Eletrônicos
1339,25-02-2025,,Impressora HP,1,-900.0,Eletrônicos
1340,2025-04-22,João Souza,Mochila,5,150.0,Acessórios
1341,19-03-2025,Pedro Costa,Monitor LG,1,1200.0,Eletrônicos
1342,2025/10/12,,Garrafa Térmica,2,80.0,Utilidades
1343,2025-07-11,João Souza,Impressora HP,4,900.0,Eletrônicos
1344,15-10-2025,,Caderno,2,25.0,Papelaria
1345,2025-10-27,Pedro Costa,Luminária,3,60.0,Utilidades
1346,2025/12/08,Maria Silva,Caneta Azul,1,2.5,Papelaria
1347,02-10-2025,,Notebook Dell,4,3500.0,Eletrônicos
1348,2025/07/09,Ana Pereira,Luminária,2,60.0,Utilidades
1349,25-10-2025,João Souza,Mouse Gamer,4,200.0,Eletrônicos
1350,2025-05-19,Pedro Costa,Caderno,1,25.0,Papelaria
1351,2025-11-03,João Souza,Monitor LG,1,1200.0,Eletrônicos
1352,2025/11/06,João Souza,Monitor LG,4,1200.0,Eletrônicos
1353,2025-07-20,Pedro Costa,Caderno,5,25.0,Papelaria
1354,09-09-2025,Maria Silva,Caderno,5,25.0,Papelaria
1355,2025/10/18,Pedro Costa,Impressora HP,4,900.0,Eletrônicos
1356,10-07-2025,Ana Pereira,Luminária,5,60.0,Utilidades
1357,07-10-2025,Fernanda Lima,Mouse Gamer,4,200.0,Eletrônicos
1358,2025/03/11,João Souza,Luminária,3,60.0,Utilidades
1359,25-02-2025,Pedro Costa,iPhone 13,5,5500.0,Eletrônicos
1360,17-07-2025,Ana Pereira,iPhone 13,4,5500.0,Eletrônicos
1361,11-04-2025,Fernanda Lima,Impressora HP,2,900.0,Eletrônicos
1362,2025-02-23,Ana Pereira,iPhone 13,2,5500.0,Eletrônicos
1363,07-06-2025,Pedro Costa,Garrafa Térmica,2,80.0,
1364,02-07-2025,Ana Pereira,Mochila,2,150.0,Acessórios
1365,2025-01-26,Ana Pereira,Caneta Azul,5,2.5,Papelaria
1366,2025/01/10,Pedro Costa,Notebook Dell,1,3500.0,Eletrônicos
1367,2025-08-08,Fernanda Lima,Notebook Dell,3,3500.0,Eletrônicos
1368,07-03-2025,Ana Pereira,Mouse Gamer,4,200.0,Eletrônicos
1369,2025/05/18,,Monitor LG,três,1200.0,Eletrônicos
1370,2025/10/21,João Souza,Monitor LG,4,1200.0,Eletrônicos
1371,2025-09-27,,Mochila,1,150.0,Acessórios
1372,2025-07-21,Maria Silva,Mochila,três,150.0,Acessórios
1373,2025-11-04,Ana Pereira,Notebook Dell,5,3500.0,Eletrônicos
1374,16-08-2025,Fernanda Lima,Luminária,3,60.0,Utilidades
1375,2025-07-07,Maria Silva,Luminária,5,60.0,Utilidades
1376,18-12-2025,Maria Silva,Mouse Gamer,5,200.0,Eletrônicos
1377,2025/01/27,Pedro Costa,iPhone 13,2,5500.0,Eletrônicos
1378,2025-04-24,Fernanda Lima,Notebook Dell,4,3500.0,Eletrônicos
1379,2025/04/15,João Souza,Monitor LG,5,1200.0,Eletrônicos
1380,2025-05-08,Maria Silva,Garrafa Térmica,5,80.0,Utilidades
1381,12-06-2025,,Monitor LG,2,1200.0,Eletrônicos
1382,2025-11-04,Pedro Costa,iPhone 13,1,5500.0,Eletrônicos
1383,14-03-2025,Fernanda Lima,Caderno,1,25.0,Papelaria
1384,2025/12/23,João Souza,iPhone 13,2,5500.0,Eletrônicos
1385,2025-01-23,João Souza,Caderno,5,25.0,Papelaria
1386,16-12-2025,João Souza,Impressora HP,4,900.0,Eletrônicos
1387,2025/07/11,Fernanda Lima,Notebook Dell,4,3500.0,Eletrônicos
1388,04-06-2025,Ana Pereira,Impressora HP,4,900.0,Eletrônicos
1389,2025/10/05,Ana Pereira,Garrafa Térmica,2,80.0,Utilidades
1390,05-02-2025,,Luminária,1,60.0,Utilidades
1391,2025-09-07,João Souza,Mouse Gamer,5,200.0,Eletrônicos
1392,2025/03/07,Ana Pereira,Monitor LG,4,1200.0,Eletrônicos
1393,27-05-2025,Ana Pereira,Caneta Azul,2,2.5,Papelaria
1394,2025/12/27,João Souza,Monitor LG,4,1200.0,Eletrônicos
1395,01-11-2025,,Mochila,3,150.0,Acessórios
1396,19-06-2025,Fernanda Lima,iPhone 13,5,5500.0,Eletrônicos
1397,09-02-2025,Fernanda Lima,Mochila,2,150.0,Acessórios
1398,2025-06-17,Fernanda Lima,Mouse Gamer,1,200.0,Eletrônicos
1399,2025-07-16,Ana Pereira,iPhone 13,1,5500.0,Eletrônicos
1400,2025-11-27,Pedro Costa,iPhone 13,4,5500.0,Eletrônicos
1401,27-04-2025,Fernanda Lima,Caneta Azul,três,2.5,Papelaria
1402,2025/06/13,Ana Pereira,Caneta Azul,2,2.5,Papelaria
1403,2025-03-23,Ana Pereira,Caderno,4,25.0,Papelaria
1404,2025/04/01,Ana Pereira,Notebook Dell,5,3500.0,Eletrônicos
1405,2025-08-11,,Mouse Gamer,2,200.0,Eletrônicos
1406,24-03-2025,Ana Pereira,Monitor LG,4,1200.0,Eletrônicos
1407,2025-11-24,Maria Silva,Monitor LG,3,1200.0,Eletrônicos
1408,09-02-2025,Maria Silva,Mochila,três,150.0,Acessórios
1409,04-04-2025,João Souza,Mochila,três,150.0,Acessórios
1410,2025/06/18,Pedro Costa,Impressora HP,três,900.0,Eletrônicos
1411,06-06-2025,,Impressora HP,1,900.0,Eletrônicos
1412,2025/08/04,Maria Silva,Luminária,1,60.0,Utilidades
1413,04-05-2025,Fernanda Lima,Mochila,1,150.0,Acessórios
1414,2025-09-07,João Souza,Notebook Dell,3,3500.0,Eletrônicos
1415,08-05-2025,Maria Silva,Notebook Dell,5,3500.0,Eletrônicos
1416,24-04-2025,Ana Pereira,Monitor LG,5,1200.0,Eletrônicos
1417,2025/03/20,Maria Silva,Caneta Azul,2,2.5,Papelaria
1418,2025/09/06,Pedro Costa,Notebook Dell,4,3500.0,Eletrônicos
1419,2025-03-22,Pedro Costa,Caderno,2,25.0,Papelaria
1420,2025/10/04,João Souza,Monitor LG,4,1200.0,Eletrônicos
1421,2025-01-12,,Mochila,5,150.0,Acessórios
1422,2025-02-02,,Caderno,2,25.0,Papelaria
1423,28-09-2025,Ana Pereira,Caderno,1,25.0,Papelaria
1424,23-04-2025,Ana Pereira,Caderno,3,25.0,Papelaria
1425,2025/04/25,Pedro Costa,Luminária,5,60.0,Utilidades
1426,2025-02-23,Ana Pereira,Mochila,5,150.0,Acessórios
1427,2025/07/15,Fernanda Lima,iPhone 13,5,5500.0,Eletrônicos
1428,2025-12-19,Pedro Costa,Caderno,1,25.0,Papelaria
1429,17-02-2025,Maria Silva,Mochila,1,150.0,Acessórios
1430,2025/05/25,Pedro Costa,Mouse Gamer,1,200.0,Eletrônicos
1431,2025/10/11,Fernanda Lima,iPhone 13,2,5500.0,Eletrônicos
1432,2025-08-25,João Souza,Mouse Gamer,2,200.0,Eletrônicos
1433,2025-07-23,Maria Silva,Impressora HP,4,900.0,Eletrônicos
1434,03-03-2025,,Luminária,2,60.0,Utilidades
1435,04-09-2025,Maria Silva,Luminária,3,60.0,Utilidades
1436,2025/06/09,Pedro Costa,Caderno,1,25.0,Papelaria
1437,2025/08/08,,Caderno,1,25.0,Papelaria
1438,20-12-2025,Pedro Costa,Monitor LG,4,1200.0,Eletrônicos
1439,19-02-2025,Fernanda Lima,Caderno,1,25.0,Papelaria
1440,2025-02-17,,Mochila,3,150.0,Acessórios
1441,07-05-2025,Fernanda Lima,Notebook Dell,1,3500.0,Eletrônicos
1442,2025-05-17,Fernanda Lima,Mochila,1,150.0,Acessórios
1443,2025-06-16,,Caneta Azul,três,2.5,Papelaria
1444,18-02-2025,Ana Pereira,Mochila,2,150.0,Acessórios
1445,2025-07-19,João Souza,Caneta Azul,1,2.5,Papelaria
1446,28-09-2025,Ana Pereira,Monitor LG,3,1200.0,Eletrônicos
1447,2025-07-28,Ana Pereira,Garrafa Térmica,4,80.0,Utilidades
1448,18-08-2025,Pedro Costa,Impressora HP,5,900.0,Eletrônicos
1449,2025-02-11,Maria Silva,Caderno,3,25.0,Papelaria
1450,07-01-2025,João Souza,Monitor LG,3,1200.0,Eletrônicos
1451,2025/01/21,Ana Pereira,Impressora HP,4,-900.0,Eletrônicos
1452,2025-07-01,João Souza,Mouse Gamer,3,200.0,Eletrônicos
1453,2025-06-26,Maria Silva,iPhone 13,2,5500.0,
1454,2025/08/16,Pedro Costa,Caderno,5,25.0,Papelaria
1455,2025-10-11,João Souza,iPhone 13,3,5500.0,Eletrônicos
1456,2025/09/28,,Caneta Azul,1,2.5,Papelaria
1457,2025/04/26,,Mouse Gamer,2,200.0,Eletrônicos
1458,2025-12-04,Fernanda Lima,Garrafa Térmica,4,80.0,Utilidades
1459,2025-03-19,Pedro Costa,Mouse Gamer,2,200.0,Eletrônicos
1460,2025-11-17,,iPhone 13,1,5500.0,Eletrônicos
1461,2025/07/05,Ana Pereira,Caneta Azul,1,2.5,Papelaria
1462,2025-12-01,,Garrafa Térmica,2,80.0,Utilidades
1463,2025-05-15,João Souza,Notebook Dell,5,3500.0,Eletrônicos
1464,2025-05-20,Ana Pereira,Luminária,5,60.0,Utilidades
1465,2025-11-03,Ana Pereira,Garrafa Térmica,5,80.0,Utilidades
1466,01-05-2025,João Souza,Luminária,2,60.0,Utilidades
1467,16-09-2025,João Souza,Monitor LG,2,1200.0,Eletrônicos
1468,2025/02/16,Pedro Costa,iPhone 13,4,5500.0,Eletrônicos
1469,2025/12/03,João Souza,Caneta Azul,1,2.5,Papelaria
1470,2025-09-06,Pedro Costa,Notebook Dell,4,3500.0,Eletrônicos
1471,01-11-2025,Fernanda Lima,Luminária,2,60.0,Utilidades
1472,2025-08-23,João Souza,Caneta Azul,4,2.5,Papelaria
1473,2025-07-03,João Souza,Mochila,1,150.0,Acessórios
1474,21-07-2025,João Souza,Caneta Azul,2,2.5,Papelaria
1475,2025/12/14,Maria Silva,Luminária,3,-60.0,Utilidades
1476,2025/09/09,João Souza,Caderno,2,25.0,Papelaria
1477,07-11-2025,,Notebook Dell,1,3500.0,Eletrônicos
1478,2025-05-18,João Souza,Garrafa Térmica,5,80.0,Utilidades
1479,07-09-2025,Ana Pereira,Notebook Dell,3,3500.0,Eletrônicos
1480,2025-11-14,Maria Silva,Luminária,4,-60.0,Utilidades
1481,18-11-2025,Ana Pereira,Caneta Azul,3,2.5,Papelaria
1482,23-07-2025,Maria Silva,Luminária,5,60.0,Utilidades
1483,21-04-2025,Maria Silva,iPhone 13,4,5500.0,Eletrônicos
1484,13-11-2025,Fernanda Lima,Caderno,2,25.0,Papelaria
1485,25-04-2025,Ana Pereira,iPhone 13,1,5500.0,Eletrônicos
1486,2025/02/18,,Impressora HP,4,900.0,Eletrônicos
1487,2025-07-20,Ana Pereira,Caderno,2,25.0,Papelaria
1488,2025/09/17,Fernanda Lima,Caneta Azul,2,2.5,Papelaria
1489,21-06-2025,Fernanda Lima,Mouse Gamer,3,200.0,Eletrônicos
1490,2025/02/23,Pedro Costa,Garrafa Térmica,4,80.0,Utilidades
1491,2025-04-03,Maria Silva,Notebook Dell,2,3500.0,
1492,2025-09-20,Pedro Costa,iPhone 13,1,5500.0,Eletrônicos
1493,2025-05-13,Ana Pereira,Impressora HP,4,900.0,Eletrônicos
1494,16-09-2025,Ana Pereira,Caneta Azul,5,2.5,Papelaria
1495,06-07-2025,Ana Pereira,Garrafa Térmica,4,80.0,Utilidades
1496,10-12-2025,Pedro Costa,Mouse Gamer,5,200.0,Eletrônicos
1497,2025/02/03,Fernanda Lima,Monitor LG,2,1200.0,Eletrônicos
1498,2025-01-16,Pedro Costa,Luminária,3,60.0,Utilidades
1499,2025/04/04,Fernanda Lima,Impressora HP,5,900.0,Eletrônicos
1500,07-09-2025,Maria Silva,Mochila,3,150.0,Acessórios
1501,2025-05-09,,Caneta Azul,3,2.5,Papelaria
1502,2025/03/19,Maria Silva,Mouse Gamer,2,200.0,Eletrônicos
1503,2025/03/27,Pedro Costa,Notebook Dell,5,3500.0,Eletrônicos
1504,10-08-2025,,Garrafa Térmica,1,80.0,Utilidades
1505,10-12-2025,Fernanda Lima,Mochila,5,150.0,Acessórios
1506,2025-09-23,João Souza,Mochila,3,150.0,Acessórios
1507,16-11-2025,Ana Pereira,Impressora HP,5,900.0,Eletrônicos
1508,2025-10-11,João Souza,Monitor LG,2,1200.0,Eletrônicos
1509,2025-12-06,Fernanda Lima,Garrafa Térmica,três,80.0,Utilidades
1510,2025-02-19,Fernanda Lima,Mouse Gamer,4,200.0,Eletrônicos
1511,19-02-2025,Pedro Costa,Impressora HP,2,900.0,Eletrônicos
1512,05-06-2025,Fernanda Lima,Luminária,2,60.0,Utilidades
1513,2025/03/24,João Souza,iPhone 13,4,-5500.0,Eletrônicos
1514,2025/10/22,João Souza,Caneta Azul,5,2.5,Papelaria
1515,2025-03-15,João Souza,Caderno,4,25.0,Papelaria
1516,04-10-2025,Pedro Costa,Notebook Dell,1,3500.0,Eletrônicos
1517,2025/12/24,Maria Silva,Notebook Dell,4,3500.0,Eletrônicos
1518,2025-05-13,Pedro Costa,Garrafa Térmica,2,80.0,Utilidades
1519,2025/09/14,,Caderno,1,25.0,Papelaria
1520,2025-03-08,Ana Pereira,Garrafa Térmica,2,80.0,Utilidades
1521,2025/12/13,Pedro Costa,Mochila,3,150.0,Acessórios
1522,2025-10-02,Pedro Costa,Monitor LG,2,1200.0,Eletrônicos
1523,2025-01-12,João Souza,Mouse Gamer,5,200.0,Eletrônicos
1524,06-10-2025,Pedro Costa,Notebook Dell,3,3500.0,Eletrônicos
1525,2025/07/27,,Luminária,3,60.0,Utilidades
1526,2025-07-03,João Souza,iPhone 13,três,5500.0,Eletrônicos
1527,2025-07-26,,Luminária,2,60.0,Utilidades
1528,11-02-2025,João Souza,Impressora HP,3,900.0,Eletrônicos
1529,2025/12/05,,Impressora HP,1,900.0,Eletrônicos
1530,2025/10/11,Pedro Costa,Mochila,5,150.0,Acessórios
1531,2025-03-11,Pedro Costa,Caderno,3,25.0,Papelaria
1532,2025/09/01,Pedro Costa,Caderno,1,25.0,Papelaria
1533,06-08-2025,Maria Silva,Caderno,3,25.0,Papelaria
1534,16-06-2025,Maria Silva,Caneta Azul,1,2.5,Papelaria
1535,17-02-2025,Ana Pereira,Caderno,4,25.0,Papelaria
1536,20-01-2025,Maria Silva,Notebook Dell,1,3500.0,Eletrônicos
1537,22-02-2025,,Notebook Dell,4,3500.0,Eletrônicos
1538,2025-10-07,Pedro Costa,Garrafa Térmica,2,80.0,Utilidades
1539,2025-08-25,Pedro Costa,Impressora HP,4,900.0,Eletrônicos
1540,2025-08-26,Pedro Costa,Mouse Gamer,4,200.0,Eletrônicos
1541,02-08-2025,Ana Pereira,Luminária,2,60.0,Utilidades
1542,16-11-2025,Pedro Costa,Impressora HP,2,900.0,Eletrônicos
1543,2025/08/03,Ana Pereira,Caneta Azul,4,2.5,Papelaria
1544,03-05-2025,Ana Pereira,iPhone 13,3,5500.0,Eletrônicos
1545,08-01-2025,João Souza,Notebook Dell,4,3500.0,Eletrônicos
1546,2025/04/18,,Notebook Dell,5,3500.0,Eletrônicos
1547,01-04-2025,Ana Pereira,Mouse Gamer,5,200.0,Eletrônicos
1548,2025-02-05,,Mochila,1,150.0,Acessórios
1549,2025-12-09,Pedro Costa,Mochila,3,150.0,Acessórios
1550,2025-04-08,Pedro Costa,Caderno,5,25.0,Papelaria
1551,2025/03/17,Maria Silva,Garrafa Térmica,3,80.0,Utilidades
1552,2025-07-02,João Souza,Garrafa Térmica,3,80.0,Utilidades
1553,2025-12-16,João Souza,Caneta Azul,3,2.5,Papelaria
